date,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,CRSP_SPvw,CRSP_SPvwx
193706,15.4,0.84,1.17,0.5049610206,0.0036,0.0328,0.0493,0.0285,0.0312661665,0.0003,0,-0.0018,0.0053,0.0029841706,-0.053803,-0.057853
193707,16.98,0.8167,1.1867,0.4646486604,0.0028,0.0325,0.0491,0.0277,0.027224932,0.0003,0.0069444444,0.0138,0.0039,0.0029822171,0.098991,0.098012
193708,16.04,0.7933,1.2033,0.481934502,0.0029,0.0324,0.0492,0.0286,0.0310644128,0.0002,0,-0.0104,-0.0017,0.0021407944,-0.051183,-0.056291
193709,13.76,0.77,1.22,0.5531474413,0.0031,0.0328,0.0516,0.0284,0.0358467256,0.0004,0.0068965517,0.0045,0.0025,0.0158211464,-0.13961,-0.143683
193710,12.36,0.78,1.19,0.6174176776,0.002,0.0327,0.0552,0.0283,0.0409585636,0.0002,0,0.0042,0.0067,0.0317222407,-0.102722,-0.103703
193711,11.11,0.79,1.16,0.6924198251,0.0009,0.0324,0.0582,0.0278,0.0420308074,0.0002,-0.0068493151,0.0096,0.0067,0.0219733915,-0.084289,-0.100254
193712,10.55,0.8,1.13,0.7074886223,0.0011,0.0321,0.0573,0.0273,0.0317754,0,-0.0068965517,0.0082,0.0067,0.0069549625,-0.045828,-0.053019
193801,10.69,0.7933,1.0767,0.7015672438,0.001,0.0317,0.0589,0.0271,0.0388017219,0,-0.0138888889,0.0057,0.0038,0.0097512413,0.012163,0.011096
193802,11.34,0.7867,1.0233,0.6595186671,0.0008,0.032,0.0597,0.0268,0.0322477805,0,-0.0070422535,0.0052,0.001,0.0077724907,0.065757,0.061131
193803,8.5,0.78,0.97,0.8923698838,0.0008,0.0322,0.063,0.0273,0.0338452494,-0.0001,0,-0.0037,-0.0087,0.015067942,-0.254106,-0.257951
193804,9.7,0.7667,0.9033,0.7907934802,0.0009,0.033,0.0647,0.0259,0.0271608523,0.0001,0.0070921986,0.021,0.0138,0.0188927247,0.142667,0.140966
193805,9.27,0.7533,0.8367,0.8195656209,0.0005,0.0322,0.0606,0.0257,0.0299773272,0,-0.0070422535,0.0044,0.001,0.007651434,-0.039973,-0.046036
193806,11.56,0.74,0.77,0.659545862,0.0005,0.0326,0.0625,0.0259,0.0167445455,0,0,0.0004,0.0095,0.0118093088,0.253519,0.249304
193807,12.4,0.7133,0.72,0.6253541076,0.0007,0.0322,0.0563,0.0257,0.0170555147,-0.0001,0,0.0043,0.0066,0.0068298756,0.074738,0.073872
193808,12.06,0.6867,0.67,0.6340202484,0.0006,0.0318,0.0549,0.0259,0.0143082728,0,0,0,-0.0019,0.0059815684,-0.025901,-0.029465
193809,12.24,0.66,0.62,0.6242488512,0.0008,0.0321,0.0565,0.0259,0.0118961742,0.0002,0,0.0022,0.0109,0.0170467064,0.016932,0.013867
193810,13.17,0.61,0.6267,0.5819547881,0.0005,0.0315,0.0536,0.0254,0.0079325974,0.0001,-0.0070921986,0.0087,0.008,0.0044044304,0.07896,0.0782
193811,12.73,0.56,0.6333,0.5893739154,0.0004,0.031,0.0523,0.0257,0.0085352672,-0.0006,0,-0.0022,0.0037,0.0046441678,-0.026207,-0.032784
193812,13.21,0.51,0.64,0.5720393884,0.0003,0.0308,0.0527,0.0252,0.0057217127,0,0,0.008,0.0122,0.0022909395,0.04481,0.041538
193901,12.3,0.5133,0.6633,0.6142181413,0.0003,0.0301,0.0512,0.0249,-0.0036013643,-0.0001,0,0.0059,0.0022,0.0072954961,-0.070506,-0.071314
193902,12.7,0.5167,0.6867,0.5994568907,0.0003,0.03,0.0505,0.0245,0.0006149354,0.0001,-0.0071428571,0.008,0.0064,0.0032916439,0.039292,0.034357
193903,10.98,0.52,0.71,0.6606492718,0.0003,0.0299,0.0489,0.0237,-0.0012606856,-0.0001,0,0.0125,0.0022,0.0085387031,-0.134821,-0.138171
193904,10.92,0.5233,0.7267,0.6784545879,0.0003,0.0302,0.0515,0.0229,-0.0018831933,0,-0.0071942446,0.0118,0.0064,0.0092032923,-0.006611,-0.007842
193905,11.6,0.5267,0.7433,0.6303372413,0.0003,0.0297,0.0507,0.0217,-0.0023543238,0.0001,0,0.0171,0.0049,0.0035590915,0.069557,0.06346
193906,10.86,0.53,0.76,0.6667687361,0.0003,0.0292,0.0491,0.0221,-0.0000863519,0.0001,0,-0.0027,0.0035,0.0032023428,-0.06181,-0.065748
193907,12.04,0.54,0.7767,0.6079854809,0.0004,0.0289,0.0484,0.0213,-0.0015621881,0,0,0.0113,-0.0007,0.0043046092,0.11131,0.110355
193908,11.18,0.55,0.7933,0.6480172606,0.0005,0.0293,0.0485,0.0231,-0.0030065253,-0.0001,0,-0.0201,-0.0392,0.0071372431,-0.067551,-0.073025
193909,13.02,0.56,0.81,0.5800479489,0.0014,0.0325,0.05,0.0278,-0.0021095516,0.0001,0.0217391304,-0.0545,0.0151,0.0156839071,0.181167,0.177572
193910,12.83,0.58,0.84,0.5734790624,0.0005,0.0315,0.0488,0.0247,-0.0018527882,0,-0.0070921986,0.041,0.0237,0.0018467448,-0.016887,-0.01764
193911,12.2,0.6,0.87,0.5978447388,0.0005,0.03,0.0485,0.0236,-0.0016991367,0,0,0.0162,0.0079,0.0012842376,-0.040532,-0.051142
193912,12.49,0.62,0.9,0.5807053804,0.0004,0.0294,0.0492,0.0226,0.0025507841,0,0,0.0145,0.0078,0.0010730021,0.028177,0.023143
194001,12.05,0.6233,0.93,0.5993256726,0.0001,0.0288,0.0486,0.0229,0.0077727052,0,-0.0071428571,-0.0017,0.0049,0.0014780456,-0.035927,-0.0368
194002,12.13,0.6267,0.96,0.5943769619,0.0002,0.0286,0.0483,0.0228,0.0048402619,0,0.0071942446,0.0027,0.0021,0.0004895058,0.013139,0.006917
194003,12.25,0.63,0.99,0.6479598753,0.0002,0.0284,0.048,0.0215,0.0056787088,0,0,0.0177,0.0049,0.0007091118,0.013561,0.010518
194004,12.19,0.6367,1.0067,0.644074648,0.0002,0.0282,0.0474,0.022,0.0058486658,0,0,-0.0035,-0.0092,0.001192277,-0.004478,-0.006231
194005,9.27,0.6433,1.0233,0.8225778696,0.0006,0.0293,0.0494,0.0246,0.0066101852,-0.0002,0,-0.0299,-0.0021,0.0186685676,-0.23148,-0.239765
194006,9.98,0.65,1.04,0.7832213665,0.001,0.0296,0.0511,0.0227,0.0063697907,0,0.0071428571,0.0258,0.0121,0.0097970174,0.083035,0.078208
194007,10.29,0.6567,1.0533,0.7578880609,0.0005,0.0288,0.048,0.0224,0.0081091893,0.0001,-0.0070921986,0.0052,0.0021,0.0013236754,0.03309,0.031914
194008,10.56,0.6633,1.0667,0.7417752948,0.0004,0.0285,0.0476,0.0223,0.0090864626,-0.0001,0,0.0028,0.0007,0.0035608428,0.035421,0.026631
194009,10.66,0.67,1.08,0.720747889,0.0005,0.0282,0.0466,0.0215,0.0096469388,0,0,0.011,0.0092,0.0029438369,0.014221,0.010096
194010,11.08,0.67,1.07,0.7101998366,0.0002,0.0279,0.0456,0.0214,0.0094148326,0,0,0.0031,0.0049,0.0014650609,0.041468,0.04018
194011,10.61,0.67,1.06,0.7352149504,0.0002,0.0275,0.0448,0.0199,0.0101576525,0,0,0.0205,0.0063,0.005914211,-0.029431,-0.042997
194012,10.58,0.67,1.05,0.7290475101,0.0002,0.0271,0.0445,0.0194,0.0125891885,0,0.0071428571,0.0067,-0.0023,0.0005078424,0.002927,-0.00249
194101,10.07,0.6733,1.0533,0.7701603158,0.0002,0.0275,0.0438,0.0213,0.010853414,-0.0001,0,-0.0201,0.0006,0.0018551123,-0.045555,-0.046847
194102,9.92,0.6767,1.0567,0.7837992949,0.0004,0.0278,0.0442,0.0213,0.0107702342,-0.0001,0,0.002,0.0006,0.002751814,-0.004729,-0.01257
194103,9.96,0.68,1.06,0.8042698827,0.0011,0.028,0.0438,0.0206,0.010060575,0.0001,0.0070921986,0.0096,-0.0022,0.0013646264,0.008872,0.004173
194104,9.31,0.6833,1.07,0.8542496105,0.001,0.0282,0.0433,0.0196,0.0104815348,-0.0001,0.0070422535,0.0129,0.0078,0.0017671007,-0.062152,-0.063463
194105,9.35,0.6867,1.08,0.8491783533,0.0011,0.0281,0.0432,0.0195,0.0099236032,0,0.006993007,0.0027,0.0049,0.0015744619,0.013184,0.00214
194106,9.85,0.69,1.09,0.8015267176,0.0012,0.0277,0.0431,0.0191,0.0089675066,0,0.0208333333,0.0066,0.0063,0.0011809091,0.058851,0.052486
194107,10.39,0.6933,1.1233,0.7663638481,0.0012,0.0274,0.0428,0.0191,0.0090298599,0.0003,0,0.0022,0.0063,0.0012129739,0.057106,0.055619
194108,10.3,0.6967,1.1567,0.7745428863,0.0013,0.0274,0.0427,0.019,0.0107250203,0.0001,0.0136054422,0.0018,0.0034,0.0005131798,-0.001113,-0.009736
194109,10.2,0.7,1.19,0.7782684119,0.001,0.0275,0.043,0.0193,0.0102838552,0.0001,0.0134228188,-0.0012,0.0048,0.0009754417,-0.007351,-0.011499
194110,9.5,0.7033,1.18,0.8377185537,0.0009,0.0273,0.0428,0.0182,0.0116872081,0,0.0132450331,0.014,0.0034,0.0013100965,-0.064602,-0.065955
194111,9.1,0.7067,1.17,0.8608058608,0.0028,0.0272,0.0428,0.0186,0.0103646245,0,0.0065359477,-0.0029,-0.0094,0.0012858981,-0.024916,-0.042107
194112,8.69,0.71,1.16,0.8895097332,0.0033,0.028,0.0438,0.0204,0.0103428263,0.0001,0.0064935065,-0.0177,0.0006,0.0066808135,-0.038843,-0.046205
194201,8.81,0.7033,1.12,0.9021113244,0.0027,0.0283,0.0429,0.0247,0.0089351822,0.0002,0.0129032258,0.0069,0.0006,0.0022049532,0.022276,0.020639
194202,8.59,0.6967,1.08,0.9260649278,0.0025,0.0285,0.0429,0.0247,0.0093501527,0.0001,0.0063694268,0.0011,-0.0008,0.0012608247,-0.017647,-0.024642
194203,8.01,0.69,1.04,1.0348638601,0.0025,0.0286,0.043,0.0244,0.0101204616,0.0001,0.0126582278,0.0092,0.0063,0.0031061137,-0.064068,-0.069676
194204,7.66,0.68,1.02,1.0802307289,0.0032,0.0283,0.0426,0.0246,0.0110048192,0.0001,0.00625,-0.0029,0.0006,0.0024409752,-0.037988,-0.040323
194205,8.15,0.67,1,1.0210150674,0.0037,0.0285,0.0427,0.0243,0.010525173,0.0003,0.0124223602,0.0075,0.002,0.0015923892,0.070339,0.060119
194206,8.3,0.66,0.98,0.9967098897,0.0037,0.0285,0.0433,0.0244,0.0101983055,0.0002,0,0.0003,0.0034,0.0012004676,0.023544,0.016976
194207,8.56,0.6467,0.9667,0.974271661,0.0038,0.0283,0.043,0.0244,0.0084862716,0.0003,0.0061349693,0.0018,0.002,0.0020886578,0.036031,0.034314
194208,8.62,0.6333,0.9533,0.9686824038,0.0038,0.0281,0.0428,0.0244,0.0071526483,0.0003,0.006097561,0.0038,0.0035,0.0006270321,0.015346,0.007531
194209,8.85,0.62,0.94,0.9440014664,0.0038,0.028,0.0426,0.0244,0.0062435384,0.0003,0,0.0003,0.002,0.000472522,0.032449,0.027671
194210,9.42,0.61,0.97,0.9074889868,0.0038,0.028,0.0424,0.0244,0.0044262784,0.0003,0.0121212121,0.0024,0.0006,0.0012735961,0.067867,0.066333
194211,9.29,0.6,1,0.8995633188,0.0038,0.0279,0.0425,0.0247,0.0050957059,0.0003,0.005988024,-0.0035,0.0006,0.0009920566,-0.004392,-0.016937
194212,9.77,0.59,1.03,0.8626465662,0.0038,0.0281,0.0428,0.0246,0.0018120043,0.0003,0.005952381,0.0049,0.0049,0.0007913905,0.057537,0.050449
194301,10.47,0.59,1.0433,0.8213061159,0.0038,0.0279,0.0416,0.0245,0.0020883053,0.0003,0,0.0033,0.0049,0.0007448683,0.072434,0.071062
194302,11,0.59,1.0567,0.7940790995,0.0038,0.0277,0.0408,0.0246,0.0025699914,0.0003,0,-0.0005,0.0006,0.0008195966,0.058503,0.052676
194303,11.58,0.59,1.07,0.7834809988,0.0038,0.0276,0.0401,0.0247,0.0018918598,0.0003,0.0177514793,0.0009,0.002,0.0013687759,0.059404,0.055182
194304,11.59,0.59,1.08,0.78978447,0.0038,0.0276,0.0396,0.0246,0.0012510459,0.0003,0.011627907,0.0048,0.0049,0.0024921939,0.003588,0.002332
194305,12.11,0.59,1.09,0.7578977192,0.0038,0.0274,0.0391,0.0244,0.0009461828,0.0003,0.0057471264,0.005,0.0048,0.0010895496,0.052698,0.045651
194306,12.35,0.59,1.1,0.7462686567,0.0038,0.0272,0.0388,0.0244,0.0012001053,0.0003,0,0.0018,0.0048,0.001069158,0.021689,0.017142
194307,11.68,0.5933,1.0933,0.7795992714,0.0038,0.0269,0.0381,0.0245,0.0178236432,0.0003,-0.0057142857,-0.0001,0.0019,0.0024333612,-0.053092,-0.054238
194308,11.8,0.5967,1.0867,0.7831942615,0.0038,0.0269,0.0381,0.0245,0.0139543192,0.0003,-0.0057471264,0.0021,0.0019,0.001706636,0.016232,0.010751
194309,12.08,0.6,1.08,0.7636311733,0.0038,0.0269,0.0383,0.0246,0.013693478,0.0003,0.0057803468,0.0011,0.0005,0.0006080398,0.027498,0.023331
194310,11.92,0.6033,1.0333,0.7737363511,0.0038,0.027,0.0382,0.0247,0.0168695396,0.0003,0,0.0005,-0.0009,0.0007641571,-0.01165,-0.0125
194311,11.02,0.6067,0.9867,0.8258084433,0.0038,0.0271,0.0383,0.0248,0.0190809369,0.0003,0,0,-0.0023,0.0020016,-0.067052,-0.077966
194312,11.67,0.61,0.94,0.7874015748,0.0038,0.0274,0.0382,0.0248,0.0144225392,0.0003,0,0.0018,0.0049,0.000988594,0.070305,0.065211
194401,11.85,0.6133,0.9367,0.7787481805,0.0038,0.0272,0.0376,0.0248,0.0192532313,0.0003,0,0.0021,0.002,0.0006398349,0.018622,0.01731
194402,11.82,0.6167,0.9333,0.7850330154,0.0038,0.0274,0.0372,0.0247,0.0194938382,0.0003,0,0.0032,0.0034,0.0006426372,0.006479,0.000238
194403,12.02,0.62,0.93,0.813886488,0.0038,0.0274,0.037,0.0247,0.0191453273,0.0002,0,0.0021,0.0048,0.0006364084,0.021313,0.017309
194404,11.87,0.6233,0.9267,0.8296013509,0.0038,0.0274,0.0368,0.0248,0.0200775934,0.0003,0.0057471264,0.0013,0.0034,0.0007641629,-0.012427,-0.013433
194405,12.35,0.6267,0.9233,0.794431946,0.0038,0.0273,0.0363,0.0247,0.018397357,0.0003,0,0.0028,0.0005,0.0004119055,0.048841,0.040864
194406,12.98,0.63,0.92,0.7615581615,0.0038,0.0273,0.0359,0.0248,0.01820177,0.0003,0.0057142857,0.0008,0.002,0.0007175889,0.054574,0.049768
194407,12.71,0.6333,0.9133,0.7733899117,0.0038,0.0272,0.0357,0.0247,0.0043229355,0.0003,0.0056818182,0.0036,0.0034,0.0009396738,-0.01947,-0.020629
194408,12.82,0.6367,0.9067,0.7687597796,0.0038,0.0271,0.0355,0.0247,0.0080697969,0.0003,0,0.0027,0.0034,0.0005599877,0.0147,0.008208
194409,12.78,0.64,0.9,0.7723327182,0.0038,0.0272,0.0356,0.0247,0.0089627545,0.0002,0,0.0014,0.0019,0.0011155149,-0.000692,-0.003118
194410,12.78,0.64,0.91,0.7711731386,0.0038,0.0272,0.0355,0.0247,0.0065103663,0.0003,0,0.0012,0.0019,0.0006752183,0.002435,0.001045
194411,12.83,0.64,0.92,0.7669856784,0.0038,0.0272,0.0353,0.0247,0.0057829454,0.0003,0,0.0024,0.0048,0.0004242975,0.017327,0.005832
194412,13.28,0.64,0.93,0.7437635753,0.0038,0.027,0.0349,0.0246,0.0190624465,0.0002,0.0056497175,0.0042,0.0149,0.0008722726,0.044778,0.041034
194501,13.47,0.6433,0.94,0.7353419666,0.0038,0.0269,0.0346,0.024,0.0164538969,0.0003,0,0.0127,0.0076,0.0009244634,0.011901,0.010784
194502,14.3,0.6467,0.95,0.7044887781,0.0038,0.0265,0.0341,0.0236,0.0148360524,0.0002,0,0.0077,0.0046,0.0006548519,0.069472,0.063578
194503,13.64,0.65,0.96,0.7678826431,0.0038,0.0262,0.0338,0.0236,0.0159625278,0.0002,0,0.0021,0.0018,0.0018874417,-0.041685,-0.04499
194504,14.84,0.65,0.9733,0.7150628627,0.0038,0.0261,0.0336,0.0228,0.0150858689,0.0003,0,0.016,0.0018,0.0013982781,0.090524,0.089465
194505,15.01,0.65,0.9867,0.7029114676,0.0038,0.0262,0.0332,0.0226,0.0197732119,0.0003,0.0056179775,0.0056,-0.0011,0.0009209599,0.020041,0.011624
194506,14.96,0.65,1,0.7188430455,0.0038,0.0261,0.0329,0.0217,0.0194663167,0.0002,0.0111731844,0.0169,0.0032,0.0008661648,0.00238,0.000134
194507,14.66,0.6533,0.9967,0.7263015717,0.0038,0.026,0.0326,0.0224,0.0204374124,0.0003,0,-0.0086,-0.0011,0.0018141108,-0.021539,-0.022479
194508,15.51,0.6567,0.9933,0.6787538011,0.0038,0.0261,0.0326,0.0223,0.018945103,0.0003,0,0.0026,0.0004,0.0020966469,0.059852,0.054027
194509,16.16,0.66,0.99,0.6568208317,0.0038,0.0262,0.0324,0.0221,0.0176069197,0.0003,0,0.0054,0.0032,0.0014385546,0.046361,0.043999
194510,16.65,0.66,0.98,0.6339764202,0.0038,0.0262,0.032,0.0216,0.0185809993,0.0003,0,0.0104,0.0032,0.0009811839,0.030815,0.029862
194511,17.19,0.66,0.97,0.617883631,0.0038,0.0262,0.0315,0.021,0.0189340334,0.0002,0,0.0125,0.0032,0.0014482715,0.04495,0.035612
194512,17.36,0.66,0.96,0.6132393344,0.0038,0.0261,0.031,0.0199,0.0255252783,0.0003,0.0055248619,0.0194,0.0133,0.001538317,0.011133,0.008805
194601,18.57,0.6667,0.94,0.5780036156,0.0038,0.0254,0.0301,0.0199,0.0279694968,0.0003,0,0.0025,0.0128,0.0026451685,0.069504,0.068515
194602,17.28,0.6733,0.92,0.6223367878,0.0038,0.0248,0.0295,0.0198,0.0310909521,0.0003,-0.0054945055,0.0032,0.0034,0.005942413,-0.065171,-0.069785
194603,18.08,0.68,0.9,0.6148526759,0.0038,0.0247,0.0294,0.0198,0.0311878756,0.0003,0.0110497238,0.001,0.0034,0.0014965734,0.049118,0.046147
194604,18.76,0.68,0.88,0.5934129709,0.0038,0.0246,0.0296,0.0207,0.031306828,0.0003,0.0054644809,-0.0135,-0.0043,0.0010777341,0.035748,0.034707
194605,19.18,0.68,0.86,0.5780101752,0.0038,0.0251,0.0302,0.0209,0.0319999197,0.0003,0.0054347826,-0.0012,0.0019,0.0012724951,0.028785,0.023202
194606,18.43,0.68,0.84,0.5967318354,0.0038,0.0249,0.0303,0.0206,0.0335915715,0.0003,0.0108108108,0.007,0.0019,0.0014817412,-0.035289,-0.037521
194607,17.96,0.6833,0.8567,0.6087517365,0.0038,0.0248,0.0303,0.0209,0.0391749876,0.0003,0.0588235294,-0.004,-0.0012,0.0017038857,-0.02735,-0.028429
194608,16.65,0.6867,0.8733,0.6485543633,0.0038,0.0251,0.0303,0.0217,0.0432676449,0.0003,0.0202020202,-0.0111,-0.0088,0.0019801137,-0.068855,-0.073365
194609,14.96,0.69,0.89,0.7116343812,0.0038,0.0258,0.031,0.0219,0.0491119446,0.0003,0.0099009901,-0.0009,-0.0026,0.0160250152,-0.104113,-0.106619
194610,14.84,0.6967,0.9467,0.7253916642,0.0038,0.026,0.0315,0.0216,0.0485974813,0.0003,0.0196078431,0.0074,0.002,0.0061160954,-0.005636,-0.006817
194611,14.67,0.7033,1.0033,0.7226999647,0.0038,0.0259,0.0317,0.022,0.0480722812,0.0003,0.0240384615,-0.0054,-0.0025,0.003914349,-0.003801,-0.011741
194612,15.3,0.71,1.06,0.6924379233,0.0038,0.0261,0.0317,0.0212,0.0360760605,0.0003,0.0093896714,0.0145,0.0113,0.0027155077,0.046818,0.041973
194701,15.66,0.7133,1.13,0.6800044336,0.0038,0.0257,0.0313,0.0214,0.0315384626,0.0003,0,-0.0006,0.0005,0.0021117215,0.022013,0.020953
194702,15.43,0.7167,1.2,0.6858580212,0.0038,0.0255,0.0312,0.0214,0.0301026572,0.0003,0,0.0021,0.0005,0.0013641434,-0.008307,-0.015166
194703,15.17,0.72,1.27,0.7415349887,0.0038,0.0255,0.0315,0.0213,0.0310199797,0.0003,0.0186046512,0.002,0.0067,0.0024112826,-0.015008,-0.017731
194704,14.58,0.7333,1.3267,0.7700421941,0.0038,0.0253,0.0316,0.0217,0.0313459749,0.0003,0,-0.0037,0.002,0.0023073615,-0.03956,-0.040772
194705,14.45,0.7467,1.3833,0.776366322,0.0038,0.0253,0.0317,0.0216,0.025894307,0.0003,0,0.0033,0.002,0.0025450853,-0.00099,-0.01047
194706,15.21,0.76,1.44,0.7411167513,0.0038,0.0255,0.0321,0.0216,0.0264727428,0.0003,0.00456621,0.001,0.0004,0.0019587785,0.053991,0.050908
194707,15.76,0.77,1.4767,0.7173272191,0.0066,0.0255,0.0318,0.0214,0.0206405097,0.0003,0.0090909091,0.0063,0.002,0.0019774476,0.039572,0.038369
194708,15.32,0.78,1.5133,0.7346938776,0.0075,0.0256,0.0317,0.021,0.0231767917,0.0003,0.0135135135,0.0081,-0.0071,0.0008243998,-0.023076,-0.029148
194709,15.11,0.79,1.55,0.7403233985,0.008,0.0261,0.0323,0.0213,0.02405855,0.0006,0.0222222222,-0.0044,-0.0131,0.0013854969,-0.009928,-0.01369
194710,15.43,0.8067,1.57,0.722732523,0.0085,0.027,0.0335,0.0217,0.0230185724,0.0006,0,-0.0037,-0.0099,0.0008695376,0.020578,0.019353
194711,14.99,0.8233,1.59,0.7319926466,0.0092,0.0277,0.0344,0.0229,0.0259081445,0.0006,0.0043478261,-0.0174,-0.0098,0.0004759608,-0.017633,-0.029555
194712,15.3,0.84,1.61,0.725325679,0.0095,0.0286,0.0352,0.0243,0.0259215953,0.0008,0.012987013,-0.0192,0.0024,0.0011073046,0.030784,0.025273
194801,14.69,0.8433,1.6433,0.751888304,0.0097,0.0286,0.0352,0.0243,0.0277653867,0.0007,0.0128205128,0.002,0.0024,0.001048864,-0.037743,-0.038905
194802,14,0.8467,1.6767,0.7877697842,0.01,0.0285,0.0353,0.0241,0.029134401,0.0007,-0.0084388186,0.0046,0.0039,0.0017556377,-0.040232,-0.047782
194803,15.08,0.85,1.71,0.8414221219,0.01,0.0283,0.0353,0.0241,0.0271870255,0.0009,-0.0042553191,0.0034,0.0115,0.0020820213,0.08144,0.077022
194804,15.48,0.85,1.76,0.8259930198,0.01,0.0278,0.0347,0.0239,0.0274539336,0.0008,0.0170940171,0.0045,0.0038,0.0005519692,0.030821,0.028537
194805,16.69,0.85,1.81,0.7816923561,0.01,0.0276,0.0338,0.0231,0.0255781215,0.0008,0.0042016807,0.0141,0.0008,0.0014527575,0.084014,0.077523
194806,16.74,0.85,1.86,0.7869735036,0.01,0.0276,0.0334,0.0238,0.0238936692,0.0009,0.0083682008,-0.0084,-0.0083,0.0009070567,0.007665,0.003687
194807,15.85,0.8567,1.93,0.8222577621,0.01,0.0281,0.0337,0.0241,0.02217932,0.0008,0.0124481328,-0.0021,-0.0052,0.0027669911,-0.052296,-0.053144
194808,15.97,0.8633,2,0.8205382202,0.0106,0.0284,0.0344,0.0242,0.0192268027,0.0009,0.0040983607,0.0001,0.0055,0.0011851393,0.015539,0.008123
194809,15.49,0.87,2.07,0.8362310712,0.0109,0.0284,0.0345,0.0242,0.0191280822,0.0004,0,0.0014,0.0024,0.0023955016,-0.027016,-0.031159
194810,16.54,0.89,2.1433,0.7919056724,0.0112,0.0284,0.035,0.0243,0.018133741,0.0004,-0.0040816327,0.0007,0.0024,0.0008275633,0.070041,0.067023
194811,14.75,0.91,2.2167,0.870911215,0.0114,0.0284,0.0353,0.0239,0.0177915373,0.0004,-0.0081967213,0.0076,0.0085,0.0061589031,-0.098332,-0.109939
194812,15.2,0.93,2.29,0.8409475465,0.0116,0.0279,0.0353,0.0237,0.0150145541,0.0004,-0.0041322314,0.0056,0.0131,0.000967405,0.035952,0.029719
194901,15.22,0.9467,2.32,0.8324028584,0.0117,0.0271,0.0346,0.0233,0.0132976714,0.001,-0.0041493776,0.0082,0.0038,0.0013129862,0.002676,0.001377
194902,14.62,0.9633,2.35,0.8615509072,0.0117,0.0271,0.0345,0.0231,0.0172190437,0.0009,-0.0083333333,0.0049,0.0038,0.0014096786,-0.031639,-0.041472
194903,15.06,0.98,2.38,0.9017504235,0.0117,0.027,0.0347,0.0227,0.0146589662,0.001,0,0.0074,0.0007,0.0011208941,0.033981,0.029349
194904,14.74,0.9933,2.3867,0.9174997127,0.0117,0.027,0.0345,0.0227,0.0152887455,0.0009,0.0042016807,0.0011,0.0023,0.0004992706,-0.018691,-0.021717
194905,14.19,1.0067,2.3933,0.9485626039,0.0117,0.0271,0.0345,0.0227,0.0169014375,0.001,-0.0041841004,0.0019,0.0038,0.0010076601,-0.029423,-0.037792
194906,14.16,1.02,2.4,0.9538884243,0.0117,0.0271,0.0347,0.0217,0.0168124176,0.001,0.0042016807,0.0167,0.0084,0.0016978117,0.001744,-0.003269
194907,15.04,1.0267,2.3967,0.9077989995,0.0102,0.0267,0.0346,0.0216,0.0195114004,0.0009,-0.0083682008,0.0033,0.0099,0.0006408809,0.062732,0.061657
194908,15.22,1.0333,2.3933,0.8938766372,0.0104,0.0262,0.034,0.021,0.0194408008,0.0009,0.0042194093,0.0111,0.0037,0.0010735364,0.0218,0.011738
194909,15.58,1.04,2.39,0.8750205468,0.0107,0.026,0.0337,0.0212,0.0233434075,0.0009,0.0042016807,-0.0011,0.0021,0.0015475937,0.027415,0.024293
194910,16.04,1.0733,2.3667,0.8425662129,0.0105,0.0261,0.0336,0.0212,0.0222332996,0.0009,-0.0083682008,0.0019,0.0067,0.000613502,0.02978,0.028437
194911,16.06,1.1067,2.3433,0.833724876,0.0108,0.026,0.0335,0.0212,0.0236431599,0.0008,0.0042194093,0.0021,0.0021,0.0009088615,0.020738,0.000482
194912,16.76,1.14,2.32,0.7964292839,0.011,0.0258,0.0331,0.0209,0.0271755847,0.0009,-0.0084033613,0.0052,-0.0145,0.0004732395,0.050984,0.046034
195001,17.05,1.15,2.3367,0.7914168195,0.0107,0.0257,0.0324,0.0215,0.027102233,0.0009,-0.0042372881,-0.0061,0.0037,0.000989153,0.019703,0.018245
195002,17.22,1.16,2.3533,0.7849980338,0.0112,0.0258,0.0324,0.0214,0.0254916448,0.0009,0,0.0021,0.0007,0.0004260143,0.019603,0.009975
195003,17.29,1.17,2.37,0.8255277845,0.0112,0.0258,0.0324,0.0215,0.029291342,0.001,0.0042553191,0.0008,0.0022,0.0006243025,0.008185,0.003542
195004,18.07,1.18,2.4267,0.7964974714,0.0115,0.026,0.0323,0.0214,0.0263975189,0.0009,0,0.003,-0.0008,0.0007140107,0.045887,0.044493
195005,18.78,1.19,2.4833,0.7613463432,0.0116,0.0261,0.0325,0.0213,0.0285722636,0.001,0.0042372881,0.0033,-0.0008,0.000641263,0.046902,0.03759
195006,17.69,1.2,2.54,0.8134474678,0.0115,0.0262,0.0328,0.0216,0.0303966588,0.001,0.0042194093,-0.0025,0.0023,0.0058557165,-0.054224,-0.057849
195007,17.84,1.2433,2.6,0.8123209169,0.0116,0.0265,0.0332,0.0214,0.0301173474,0.001,0.012605042,0.0055,0.0069,0.00311025,0.016981,0.015875
195008,18.42,1.2867,2.66,0.7843408494,0.012,0.0261,0.0323,0.0214,0.0295508723,0.001,0.0082987552,0.0014,0.0038,0.0010756051,0.048063,0.031526
195009,19.45,1.33,2.72,0.7514578547,0.013,0.0264,0.0321,0.022,0.0259142089,0.001,0.0041152263,-0.0072,-0.0039,0.001318373,0.059466,0.05651
